id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool
97452982,Alfredo,Burnside,6,Chery,Sales,associate,Eddy,associate,Service,978-172-7326,$100000 to $149999,2,,bike,180,180,0,TRUE,Discovery,english,spanish,,,TRUE,,TRUE,,,Partially_Meeting,
65212858,Shay,Chalice,15,Geraldine,Production,associate,,,,978-385-2461,$20000 to $24999,4,,car,180,180,0,,,,english,,,,,,,P,Meeting,
30390941,Odo,Spratley,16,Melodee,Science,masters,Lammond,none,Office,978-427-1352,$75000 to $99999,2,,car,180,180,0,,,english,english,,,TRUE,TRUE,,,NI,Not_Meeting,TRUE
10296665,Aymer,Lannon,6,Ilene,,none,Kasper,,Sales,978-075-6877,$75000 to $99999,4,,bike,114,180,0,,,english,english,,,,,,,,Not_Meeting,
7136463,Barbette,MacGowan,5,Lara,Service,associate,Paco,associate,,978-740-6619,$100000 to $149999,2,,walk,180,180,0,,,spanish,english,,,,,,,,Not_Meeting,
44818852,Jobie,Lagneaux,12,Hedvige,Science,associate,Kelby,masters,Natural Resources,978-850-1080,$25000 to $34999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,TRUE
83247001,Melania,Eustanch,18,Lotti,,associate,Briano,,Management,978-164-4839,$50000 to $74999,4,,walk,89,180,0,,,english,english,,,,,,,P,Not_Meeting,
6432042,Adelind,Wearing,5,Olympe,,none,,,,978-239-5960,$25000 to $34999,4,,bike,180,180,0,,,english,english,,,,,,,,Meeting,
53275609,Rozina,Bertrand,6,Ilse,Sales,associate,Humphrey,bachelor's,Office,978-066-4410,$20000 to $24999,4,,car,94,180,0,,,english,english,,,,,TRUE,,,Meeting,TRUE
69753047,Eddie,Morteo,6,Ronica,Natural Resources,associate,,,,978-888-6105,$150000 or more,4,4,car,180,180,0,,,english,english,,,,,,,,Meeting,
20011889,Killy,Fasham,16,Consolata,Business,associate,Spike,,,978-684-6529,$35000 to $49999,2,,car,89,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,TRUE
70391376,Drona,Oxtiby,12,Darryl,Science,trade,Law,associate,Business,978-431-5201,$25000 to $34999,2,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,
36871690,Gerry,Adshad,7,Marlie,Transportation,none,,,,978-466-9105,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,P,,TRUE
619996,Margi,Went,5,Noella,Business,none,Elliot,none,Sales,978-664-9221,$100000 to $149999,1,,car,180,180,0,TRUE,YMCA,english,english,,,,,TRUE,,,Partially_Meeting,
40495375,Roda,McMurraya,10,Gina,Production,,Fidelio,associate,,978-178-6565,$50000 to $74999,1,0,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE
73431198,Fidole,Driffe,8,Zorine,Service,none,Way,none,Sales,978-339-8554,$5000-$9999,1,2,bike,180,180,0,,,english,english,,,,,,,W,Exceeding,
32869349,Bev,Essery,12,Latisha,Other,,,,,978-163-4196,,0,,car,168,180,0,,,english,english,,,,,TRUE,,NI,Meeting,TRUE
91964278,Emmet,Kagan,9,Chandal,Sales,none,Myrwyn,none,Maintenance,978-729-4966,$75000 to $99999,1,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Exceeding,TRUE
82760119,Ali,Lindley,17,Winonah,,trade,Emery,,Business,978-065-6973,$75000 to $99999,1,,car,180,180,0,TRUE,Discovery,english,english,,,TRUE,TRUE,TRUE,,P,Not_Meeting,TRUE
54099061,Man,Weight,14,Meggi,,none,Alva,,,978-577-1951,$75000 to $99999,1,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,A,Not_Meeting,TRUE
43189538,Rawley,Ballston,12,Mona,,,,,,978-350-1953,$20000 to $24999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,NI,Partially_Meeting,
54581753,Eolanda,Durdy,15,Darda,Office,associate,,,,978-603-3208,$25000 to $34999,2,3,car,180,180,0,,,spanish,english,,,,,TRUE,,W,Partially_Meeting,
70123938,Vail,Gini,13,Nikkie,Science,none,,,,978-149-6115,$50000 to $74999,1,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,
43932455,Robb,Tythe,9,Devonna,Office,associate,,,,978-376-3800,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
49092547,Lee,Hubbocks,5,Jade,Maintenance,none,,,,978-149-6505,$100000 to $149999,2,,car,180,180,0,,,english,english,,,TRUE,,,,,Meeting,
13723613,Willi,Klehn,15,Remy,Sales,bachelor's,,,,978-145-4522,$75000 to $99999,0,,car,180,180,4,,,english,english,,,TRUE,,TRUE,,A,Meeting,
51189185,Lillian,Downing,8,Shandy,,none,Angie,none,Maintenance,978-595-8501,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,,,PRG,Partially_Meeting,TRUE
78854126,Leonardo,Cecchi,17,,Transportation,associate,Goran,none,Management,978-083-4941,$150000 or more,0,,car,180,180,0,,,english,english,,,TRUE,,,,,Exceeding,
96802931,Eric,Drew-Clifton,6,Shae,Science,associate,Morgen,none,Sales,978-294-7667,$150000 or more,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,,Exceeding,TRUE
42031129,Ruben,Simmig,9,Tybi,Business,none,Jayson,none,Sales,978-260-3839,$100000 to $149999,0,2,car,180,180,0,TRUE,Boys & Girls Club,english,spanish,,,,TRUE,,,W,Partially_Meeting,TRUE
28703080,Mar,Hassewell,9,Ailey,,none,,,,978-977-9431,$75000 to $99999,2,,car,180,180,0,,,english,spanish,,,,,TRUE,,NI,Not_Meeting,
59692623,Ulrike,Fernely,18,Daron,Business,none,Duane,masters,,978-183-0099,$50000 to $74999,1,,bike,74,180,0,,,spanish,english,,,,,TRUE,,NI,Not_Meeting,
19897109,Vivienne,Kneafsey,12,Ronica,Business,bachelor's,Hort,masters,,978-737-6378,$100000 to $149999,2,,bike,180,180,0,,,english,english,,,,,,,W,Exceeding,
9628937,Brennan,Dreschler,9,Camille,Business,bachelor's,Seth,none,Arts,978-588-1071,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,
21422667,Ivory,Fowlie,5,Nessi,,trade,Warren,,Business,978-833-7308,$150000 or more,2,,walk,180,180,0,,,english,english,,,,,,,,Not_Meeting,
67407055,Vania,Postan,9,Sheryl,Production,none,Lowell,none,,978-744-7370,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,,,PRG,Not_Meeting,TRUE
63889775,Letty,Greeson,18,Paloma,Business,associate,,,,978-057-8750,$100000 to $149999,4,,bike,180,180,0,,,spanish,english,,,TRUE,,TRUE,,P,,
76055657,Catina,Sokill,16,Lorne,Sales,bachelor's,,,,978-166-1576,$100000 to $149999,0,,walk,180,180,0,,,,english,,,,,,,P,Not_Meeting,TRUE
35109082,Chandler,MacElharge,15,Guillema,,trade,Adler,,Production,978-929-3564,$100000 to $149999,3,,car,180,180,0,,,spanish,spanish,,,TRUE,,,,W,Partially_Meeting,
53568689,Shea,Phython,8,Merrili,Business,associate,,,,978-450-4173,$150000 or more,1,,car,67,180,0,,,english,english,,,,,,,NI,Not_Meeting,
68798664,Violet,Gravey,11,Elicia,Sales,trade,,,,978-034-0316,$50000 to $74999,3,2,car,180,180,0,,,english,english,,,,,,,P,,
58065656,Stephenie,Jagoe,8,Emilie,Business,none,Dorey,associate,,978-797-4476,$75000 to $99999,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,
36267451,Leonardo,Baggiani,10,Sara-ann,,none,,,,978-036-7768,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,TRUE,,,P,Not_Meeting,
92331606,Henry,Hughs,16,Elie,Other,trade,Con,none,Service,978-106-8694,$35000 to $49999,2,,walk,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,
16734135,Stephani,Biasioni,16,Meridith,Sales,none,Ring,associate,Management,978-643-9101,$150000 or more,3,,bike,180,180,0,,,,english,,,,,,,NI,Exceeding,TRUE
21866031,Marshall,Lampke,16,Aridatha,Natural Resources,none,Batholomew,masters,Office,978-724-2491,$50000 to $74999,0,,car,180,180,0,,,english,english,TRUE,,,TRUE,TRUE,,A,Exceeding,TRUE
85132990,Daryl,Croxford,6,Laverne,Arts,none,,,,978-359-1882,$75000 to $99999,1,,bike,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,
86644477,Mannie,Cullin,14,Arlinda,Sales,trade,Panchito,associate,Sales,978-354-7540,$150000 or more,4,2,walk,168,180,0,,,english,english,,,TRUE,,TRUE,,A,Partially_Meeting,
5516155,Yank,O' Concannon,15,Emiline,Other,none,Hermy,,Arts,978-681-4537,$50000 to $74999,0,,car,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,
38364363,Aldric,Flanner,11,Emelyne,Management,none,,,,978-788-9732,$50000 to $74999,1,0,bike,89,180,0,,,english,english,,,TRUE,,TRUE,,A,Not_Meeting,TRUE
86454848,Blisse,Swoffer,10,Michel,,masters,Mannie,,Production,978-243-2252,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,TRUE,,A,Not_Meeting,
40288072,Gibb,Renshaw,5,Charo,Business,none,Taylor,none,Science,978-017-7947,$50000 to $74999,4,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,,Partially_Meeting,
11518494,Eddie,Boerder,5,Claudelle,Science,none,,,,978-522-4279,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,
91017104,Theodosia,De Rechter,12,Doralynn,Office,trade,Hartwell,none,Transportation,978-304-8317,$150000 or more,2,,car,180,180,0,TRUE,Little Sprouts,english,english,,,,,,,NI,Exceeding,TRUE
39121639,Anjanette,Maydwell,17,Jeanette,Office,none,,,,978-266-0401,$75000 to $99999,4,,car,173,180,0,TRUE,Boys & Girls Club,english,english,,,TRUE,,TRUE,,A,Partially_Meeting,TRUE
3660443,Quinta,Elis,11,Emogene,Service,associate,Skipton,masters,,978-682-9285,$75000 to $99999,2,2,car,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Meeting,TRUE
7392062,Andrea,Balke,14,Wynne,Service,none,Fitzgerald,,Management,978-866-0807,$50000 to $74999,2,,bike,180,180,0,,,spanish,english,,,,,TRUE,,,Not_Meeting,
8732310,Abelard,Sherebrooke,13,Andrea,Maintenance,masters,Hasheem,trade,,978-474-2397,$150000 or more,3,,car,180,180,0,,,,english,,,TRUE,,TRUE,,NI,Partially_Meeting,TRUE
45115496,Otis,Bushill,11,Kyrstin,Maintenance,bachelor's,Charles,none,,978-265-2460,$100000 to $149999,3,,walk,180,180,0,,,,english,,,,,TRUE,,P,Not_Meeting,
25700594,Peirce,Rhodus,6,Glynnis,,associate,Claus,,Service,978-232-5318,$75000 to $99999,0,,car,180,180,0,,,,english,,,TRUE,,,,,Not_Meeting,TRUE
53062925,Revkah,Stopper,16,Else,Arts,associate,,,,978-404-0830,$50000 to $74999,4,,car,180,180,0,,,spanish,english,,,TRUE,,,,P,Partially_Meeting,
53071586,Alaster,Bosenworth,10,Cori,Maintenance,trade,Hilarius,associate,Science,978-261-4792,$150000 or more,1,0,car,180,180,0,,,english,english,,,,TRUE,,,NI,Exceeding,TRUE
67546312,Boy,Chevis,9,Vere,Arts,masters,Felix,none,Office,978-244-6194,$150000 or more,1,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
7421800,Ellerey,Gwillyam,8,Noell,Other,trade,Asa,associate,,978-666-6804,$100000 to $149999,2,,bike,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,
78898395,Fabio,Deguara,18,Fianna,Management,none,,,,978-984-2128,$75000 to $99999,1,,car,180,180,0,,,english,english,,,,TRUE,,,NI,,
67703256,Franciska,Orrom,18,Annemarie,Office,none,Axel,bachelor's,,978-983-3179,$50000 to $74999,1,0,bike,180,180,0,,,,spanish,,,,,,,P,Partially_Meeting,
5250882,Ellynn,Golborn,17,Lynelle,,associate,Hasty,,,978-955-4030,$50000 to $74999,0,1,car,162,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,
69329350,Tiena,Manvell,12,Pooh,,none,Myron,,Other,978-015-3706,$75000 to $99999,4,0,car,85,180,0,,,spanish,english,TRUE,,TRUE,,TRUE,,A,Not_Meeting,
10974091,Buckie,Bulleyn,16,Almeta,Business,,,,,978-664-6891,$50000 to $74999,2,1,walk,94,180,0,TRUE,Discovery,english,english,,,TRUE,TRUE,TRUE,,NI,Meeting,TRUE
98914183,Daren,Mockford,7,Yolane,Production,none,,,,978-250-2632,$75000 to $99999,4,,walk,180,180,0,,,spanish,english,,,,,,,P,Meeting,
94470690,Lynnelle,Synnot,12,Karilynn,,none,,,,978-433-7635,$150000 or more,1,,car,180,180,0,TRUE,Boys & Girls Club,spanish,english,,,,TRUE,TRUE,,P,Not_Meeting,TRUE
10166999,Dominica,Lawless,17,Olympia,Management,,Bryn,bachelor's,Office,978-680-0463,$100000 to $149999,2,,car,173,180,0,,,english,english,,,,,,,NI,Meeting,
2157809,Alisun,Powdrill,8,Iolanthe,Office,associate,,,,978-500-0813,$150000 or more,1,,car,180,180,0,,,,english,,,,,,,P,,
62776826,Galvin,McNea,18,Iormina,,associate,Ramsey,,Service,978-053-2717,$150000 or more,2,4,car,180,180,0,,,english,english,,,,,,,A,Meeting,
39276518,Elle,Callar,11,Juliette,Sales,none,,,,978-934-7026,$150000 or more,3,0,car,67,180,0,,,spanish,spanish,TRUE,,,TRUE,,,NI,Not_Meeting,
29523735,Layne,Middup,15,Rozina,Office,none,Laurie,associate,Service,978-470-7243,$35000 to $49999,4,,car,180,180,0,,,spanish,english,TRUE,,TRUE,,,,P,Meeting,
56290372,Hall,Verbrugge,7,Stacie,Construction,associate,Marietta,bachelor's,,978-441-1028,$35000 to $49999,3,,bike,180,180,0,,,english,english,,,TRUE,,TRUE,,A,Not_Meeting,TRUE
57507889,Abbie,Exposito,12,Lilli,,none,,,,978-867-2084,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,TRUE
27235415,Puff,Bahl,5,Carlotta,Science,associate,,,,978-531-9357,$100000 to $149999,2,0,car,180,180,0,,,spanish,english,TRUE,,,,,,,Not_Meeting,TRUE
69576138,Beverlie,Curran,9,Della,,associate,Crosby,,,978-568-0723,$100000 to $149999,3,,car,180,180,0,,,english,spanish,,,,,,,P,Meeting,TRUE
81304994,Karyl,Armatage,8,Kym,,none,,,,978-637-1350,$75000 to $99999,2,,bike,180,180,1,TRUE,YMCA,english,english,,,TRUE,,,,ABS,Not_Meeting,
15809670,Idette,Sargerson,18,Bernie,,,Daryl,,Business,978-476-6059,$75000 to $99999,0,,car,180,180,0,,,english,english,,,TRUE,,,,P,Not_Meeting,
7975113,Theresa,Ruggieri,18,Leonanie,Office,none,Allayne,none,Business,978-008-1126,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,
34962282,Barbaraanne,Weatherhead,12,Maisie,Business,associate,Haroun,bachelor's,Science,978-242-5958,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,,,MED,Meeting,
6911278,Karen,Krause,13,Darleen,,associate,Lou,,Construction,978-036-6306,$75000 to $99999,0,,walk,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE
6826531,Alli,Massei,17,Marnie,Service,none,Bax,none,Science,978-995-1238,$50000 to $74999,3,,walk,180,180,0,,,english,spanish,,,,,,,NI,Not_Meeting,
41661232,Jerry,Stratz,6,Junette,Arts,associate,Gregorio,associate,Office,978-668-9676,$75000 to $99999,1,,walk,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,
15467682,Alic,Rawsen,18,Dacy,Office,none,Goddart,bachelor's,Office,978-147-6397,$50000 to $74999,3,,car,180,180,0,,,english,english,,,,,TRUE,,A,Exceeding,
43976485,Athena,McAllan,7,Eba,,associate,,,,978-686-7000,$75000 to $99999,3,,bike,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE
15202236,Alikee,Bilbey,6,Nat,Service,masters,Giselbert,associate,Production,978-027-1601,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,
6070792,Camella,McNamee,14,Mirabel,Management,associate,,,,978-719-6524,$75000 to $99999,3,2,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,,TRUE
7881373,Evelina,Croote,11,Andriana,Management,bachelor's,,,,978-282-7161,$100000 to $149999,1,,bike,168,180,0,,,english,english,,,,,TRUE,,PRG,Exceeding,
11927113,Katheryn,Dimitresco,8,Trudy,Arts,none,,,,978-950-1499,$50000 to $74999,0,,car,150,180,0,,,,english,,,,,,,P,Partially_Meeting,
27978183,Lois,Gaskoin,18,,Management,associate,Noe,masters,Construction,978-784-0875,$50000 to $74999,1,,car,124,180,0,,,english,english,,,,,,,P,Partially_Meeting,
26268006,Dulcine,Halliberton,10,Amber,Science,associate,Arney,none,Other,978-688-3240,$150000 or more,3,,bike,94,180,0,,,spanish,english,,,,,,,LEP,Partially_Meeting,
20223700,Ed,Jouannot,5,Gertrude,,associate,Nikolai,,Science,978-423-8398,$35000 to $49999,0,,walk,180,180,0,,,spanish,english,,,,,TRUE,,,Meeting,
59222525,Lyle,Nise,9,Maribel,Business,associate,Alexandros,associate,,978-046-2351,$100000 to $149999,0,,walk,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,TRUE
98993789,Ganny,Cannop,12,Sheri,Other,,Orson,,Service,978-011-6383,$100000 to $149999,0,,car,180,180,0,,,english,spanish,,,,,,,W,Partially_Meeting,
27075735,Giuseppe,Wynne,11,Anabelle,Science,associate,Payton,,,978-746-1593,$100000 to $149999,0,,walk,180,180,0,,,english,english,TRUE,,,,,,PRG,Not_Meeting,TRUE
44421868,Juieta,Towl,5,Heddie,Maintenance,none,,,,978-290-3084,$100000 to $149999,4,2,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,
28207165,Sloan,Shewan,12,Lissi,Office,associate,,,,978-429-9101,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,TRUE,,A,Partially_Meeting,
93810104,Stella,Ambroz,9,Doretta,Service,none,Ad,none,,978-950-5924,$50000 to $74999,4,,bike,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,
81916797,Douglas,Magarrell,12,Conchita,Arts,associate,Obediah,bachelor's,Maintenance,978-974-4619,$150000 or more,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Exceeding,
1082152,Eryn,Bryers,11,Ermengarde,Service,associate,,,,978-360-4973,$100000 to $149999,0,,car,175,180,0,TRUE,Discovery,english,spanish,TRUE,,,,TRUE,,P,Not_Meeting,TRUE
93269975,Antony,Hoble,9,Patrice,Office,none,,,,978-126-1351,$150000 or more,1,,bike,180,180,0,,,spanish,english,,,TRUE,,,,NI,,TRUE
65514839,Lucina,Brummitt,18,Lottie,Service,none,Briggs,none,Service,978-113-0133,$50000 to $74999,0,1,car,67,180,0,,,english,english,TRUE,,TRUE,,TRUE,,A,Meeting,
67097461,Bryan,Bachmann,11,Bria,Arts,none,,,,978-241-8731,$50000 to $74999,4,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,P,Not_Meeting,
68147755,Millie,Wycliff,16,Rakel,Sales,associate,Temp,,Other,978-027-8595,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,TRUE
31800911,Lee,Aizikovich,14,Leela,Business,masters,,,,978-116-9481,$150000 or more,2,,car,180,180,0,,,english,english,,,,,,,P,Meeting,
26201970,Judah,McCuis,12,Annalee,Science,none,Nehemiah,none,,978-486-5558,$25000 to $34999,1,,car,175,180,0,,,english,english,,,,,TRUE,,P,Meeting,
21146994,Sylvester,Ewers,8,Mallory,Science,associate,Portie,none,,978-386-9407,$50000 to $74999,3,,bike,180,180,0,,,spanish,spanish,,,,,,,P,Partially_Meeting,
6789263,Nanci,Rodda,5,Jacinthe,Other,associate,Alden,none,,978-186-4900,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,TRUE,,,Not_Meeting,
91846071,Ransom,Tilston,8,Karoline,Service,associate,,,,978-239-8573,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,PRG,Exceeding,
99132844,Salvatore,Cumberlidge,5,Clotilda,Arts,associate,,,,978-936-3409,$75000 to $99999,3,,car,180,180,0,,,spanish,english,,,,,,,,Not_Meeting,
95318551,Bettine,Burlingham,8,Cathrine,Other,none,,,,978-357-7271,$150000 or more,2,,car,180,180,0,,,spanish,english,,,TRUE,,,,NI,Exceeding,
47409677,Chariot,McNellis,13,Vivi,,none,,,,978-897-6535,$50000 to $74999,3,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,NI,Not_Meeting,
46189704,Lawry,Billitteri,8,Kriste,,associate,Berke,,,978-165-6751,$100000 to $149999,4,,walk,180,180,0,,,english,english,,,,,,,P,,
69168587,Nicolai,Kingsnod,15,Haleigh,Sales,trade,Fitz,none,Production,978-537-6792,$75000 to $99999,2,4,car,35,180,0,,,english,english,,,,,TRUE,,A,Partially_Meeting,
31059238,Thadeus,Bredbury,13,Dedra,Management,associate,,,,978-332-4788,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,TRUE,,NI,,
69585179,Far,Stern,12,Evie,Business,associate,,,,978-207-3685,$35000 to $49999,1,,walk,180,180,0,,,english,spanish,,,TRUE,,TRUE,,NI,Not_Meeting,
64674424,Windham,Miebes,8,Lane,,none,Davie,,,978-843-4358,$75000 to $99999,2,,car,180,180,0,,,english,english,,,TRUE,,,,A,Exceeding,TRUE
45121713,Aluin,Gosney,15,Nancee,,none,Lydon,,Science,978-977-3895,$150000 or more,1,,car,180,180,0,TRUE,Discovery,spanish,english,,,TRUE,,TRUE,,W,Not_Meeting,
64943276,Patience,Darlow,17,Loleta,Science,none,,,,978-404-6018,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,TRUE,,,,,,Meeting,TRUE
6702372,Kira,Lordon,5,Megen,Natural Resources,none,Alberik,bachelor's,Office,978-864-6374,$50000 to $74999,4,,car,180,180,0,,,spanish,english,,,,,TRUE,,,Not_Meeting,
84311556,Glen,Banane,11,Ginnifer,Natural Resources,associate,Wit,none,Sales,978-806-7950,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,
79528278,Iorgo,McBrearty,18,Robyn,Production,none,Raleigh,none,Other,978-902-6541,$150000 or more,3,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,W,Not_Meeting,TRUE
54024740,Bear,Gunby,13,Hermina,Maintenance,associate,Dov,none,,978-590-2693,$75000 to $99999,1,,bike,180,180,0,TRUE,YWCA,english,english,,,,,,,NI,Not_Meeting,
62964844,Shina,Pickrill,12,Elysia,Office,bachelor's,Davidson,associate,,978-786-3138,$100000 to $149999,1,3,car,180,180,0,,,spanish,english,,,,TRUE,TRUE,,P,Partially_Meeting,
60686596,Wait,Decayette,11,Betti,,none,,,,978-782-5730,$75000 to $99999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,
5159054,Flo,Figgures,6,Natty,Natural Resources,none,Kelley,none,,978-861-0653,$75000 to $99999,1,,car,124,180,0,,,,english,,,,,TRUE,,,,
55530824,Frieda,Whittingham,11,Marcy,Office,none,Hurlee,none,Science,978-551-6257,$100000 to $149999,2,,walk,114,180,0,,,english,spanish,,,TRUE,,,,NI,,TRUE
40837518,Sofie,Gabala,11,,Natural Resources,associate,,,,978-898-6438,$100000 to $149999,2,1,bike,180,180,0,,,english,english,TRUE,,,,TRUE,,P,Partially_Meeting,
70769422,Natty,Macieja,15,Tomasine,Sales,associate,Delmore,associate,Natural Resources,978-116-1438,$100000 to $149999,4,0,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,TRUE
37702768,Doloritas,Swayton,9,Dosi,Science,bachelor's,Rodrigo,none,Arts,978-817-4057,$25000 to $34999,3,,car,173,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,
68521572,Cynthie,Clineck,8,Gayla,Arts,associate,Derry,masters,Service,978-263-1815,$150000 or more,2,,bike,180,180,0,,,english,english,,TRUE,,,,,ABS,Meeting,
35937645,Freedman,Wybron,6,Iseabal,Transportation,none,,,,978-786-0504,$10000 to $14999,2,,bike,180,180,0,,,english,english,TRUE,,,,,,,Not_Meeting,TRUE
85914976,Orion,Gourlay,9,Juanita,Office,none,Duke,none,Sales,978-686-3608,$100000 to $149999,0,,bike,180,180,0,,,english,english,,,,,,,NI,,
90429863,Rubie,Lett,17,Luelle,Transportation,associate,Gerome,associate,Science,978-070-6212,$75000 to $99999,4,,car,180,180,0,,,,english,,,TRUE,,,,NI,Not_Meeting,TRUE
56424284,Humphrey,Foran,13,Willyt,Business,bachelor's,Abran,none,Business,978-965-6335,$50000 to $74999,0,,car,180,180,0,,,english,spanish,,,,,,,P,Meeting,
82183815,Barnebas,Bayne,16,Catherine,Other,trade,Wolfie,associate,Business,978-304-6126,$150000 or more,3,,car,180,180,0,,,english,english,,,TRUE,TRUE,,,NI,Not_Meeting,
40889648,Florencia,Bromige,14,Lanette,Service,associate,Pete,,Science,978-403-7452,$100000 to $149999,1,,walk,180,180,0,TRUE,YMCA,english,english,,,,,TRUE,,NI,Not_Meeting,
75065135,Aubine,Hourihan,10,Rosabelle,Other,none,,,,978-790-9593,$20000 to $24999,1,,car,150,180,0,,,,spanish,,,TRUE,,,,A,,TRUE
60484265,Harriett,Oleszczak,7,Agnola,,masters,,,,978-406-3172,$100000 to $149999,1,1,car,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,
46009651,Kassandra,Hew,10,Katie,,bachelor's,Floyd,none,Production,978-683-5432,$150000 or more,4,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,
35772903,Clive,Gadsdon,12,Ula,,none,,,,978-146-2598,$150000 or more,3,,car,180,180,0,,,english,english,,,,,TRUE,,A,Not_Meeting,TRUE
709329,Dell,Basler,9,Liane,Other,none,Manfred,trade,Other,978-235-2923,$75000 to $99999,4,,walk,180,180,0,,,english,spanish,,,TRUE,,,,P,Not_Meeting,
30005792,Nessy,Ivantyev,9,Alida,,associate,Bran,,Office,978-120-8411,$75000 to $99999,3,4,car,180,180,0,TRUE,Discovery,english,english,TRUE,,,TRUE,TRUE,,P,Meeting,TRUE
51215952,Rupert,Kitchenside,11,Myrah,Office,associate,Avrom,none,Business,978-081-4051,$35000 to $49999,0,1,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,NI,Exceeding,
39421494,Aube,Ramble,13,Violette,Service,bachelor's,Frederic,associate,Sales,978-540-1491,$150000 or more,4,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,
15729875,Emery,Wigelsworth,18,Maryann,Office,associate,,,,978-012-5739,$75000 to $99999,1,,bike,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Partially_Meeting,TRUE
6949246,Darbee,Luce,6,Corrie,Construction,masters,Bram,,Office,978-283-8054,$150000 or more,0,,bike,180,180,0,,,english,english,,TRUE,TRUE,,,,,Partially_Meeting,
88878125,Lowrance,Brandenburg,14,Holly-anne,Management,bachelor's,,,,978-193-9639,$75000 to $99999,4,,car,96,180,0,,,english,english,TRUE,,TRUE,,,,P,Partially_Meeting,
77650271,Patricia,Willman,15,Astrid,Other,associate,,,,978-706-8318,$100000 to $149999,4,,car,180,180,0,TRUE,Cedardale,english,english,,,TRUE,,,,P,Not_Meeting,TRUE
